연도,월,분기,청코드,내외항구분,수출입구분명,시설코드,시설명,부두구분명,아외국구분,적공구분,컨테이너수(10피트),컨테이너수(20피트),컨테이너수(40피트),컨테이너수(기타),전체개수,전체물동량
2024,09,3,신항,외항,수출,1,신항1부두,컨테이너부두,외국선,적컨,0,4294,6342,0,10636,16978
2024,09,3,신항,외항,수입,1,신항1부두,컨테이너부두,외국선,적컨,0,1150,2154,1,3305,5460.25
2024,12,4,신항,외항,수출,1,신항1부두,컨테이너부두,외국선,적컨,0,4277,5800,0,10077,15877
2024,12,4,신항,외항,수입,1,신항1부두,컨테이너부두,외국선,적컨,0,1786,3133,0,4919,8052
2024,01,1,신항,외항,수출환적,1,신항1부두,컨테이너부두,외국선,적컨,0,18181,44354,77,62612,107062.25
2024,01,1,신항,외항,수입환적,1,신항1부두,컨테이너부두,외국선,적컨,0,15342,39237,308,54887,94509
2024,01,1,신항,외항,수출,1,신항1부두,컨테이너부두,외국선,적컨,0,4579,7613,3,12195,19811.75
2024,01,1,신항,외항,수입,1,신항1부두,컨테이너부두,외국선,적컨,0,3095,3505,0,6600,10105
2024,10,4,신항,외항,수입환적,1,신항1부두,컨테이너부두,아국선,공컨,0,0,19,0,19,38
2024,10,4,신항,외항,수출,1,신항1부두,컨테이너부두,아국선,공컨,0,0,50,0,50,100
2024,10,4,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,공컨,0,26,0,0,26,26
2024,02,1,신항,외항,수입환적,1,신항1부두,컨테이너부두,아국선,공컨,0,0,1,0,1,2
2024,02,1,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,공컨,0,1,9,0,10,19
2024,07,3,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,공컨,0,0,101,0,101,202
2024,07,3,신항,외항,수출환적,1,신항1부두,컨테이너부두,아국선,공컨,0,0,109,0,109,218
2024,05,2,신항,외항,수입환적,1,신항1부두,컨테이너부두,아국선,공컨,0,13,34,0,47,81
2024,05,2,신항,외항,수출,1,신항1부두,컨테이너부두,아국선,공컨,0,0,30,0,30,60
2024,05,2,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,공컨,0,6,33,0,39,72
2024,09,3,신항,외항,수출,1,신항1부두,컨테이너부두,아국선,공컨,0,3,3,0,6,9
2024,09,3,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,공컨,0,17,31,0,48,79
2024,10,4,신항,외항,수출환적,1,신항1부두,컨테이너부두,아국선,적컨,0,434,1772,0,2206,3978
2024,10,4,신항,외항,수입환적,1,신항1부두,컨테이너부두,아국선,적컨,0,219,1039,0,1258,2297
2024,10,4,신항,외항,수출,1,신항1부두,컨테이너부두,아국선,적컨,0,92,431,0,523,954
2024,10,4,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,적컨,0,151,258,0,409,667
2024,02,1,신항,외항,수출환적,1,신항1부두,컨테이너부두,아국선,적컨,0,239,669,0,908,1577
2024,02,1,신항,외항,수입환적,1,신항1부두,컨테이너부두,아국선,적컨,0,260,915,1,1176,2092.25
2024,02,1,신항,외항,수출,1,신항1부두,컨테이너부두,아국선,적컨,0,204,516,0,720,1236
2024,02,1,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,적컨,0,13,148,0,161,309
2024,07,3,신항,외항,수입환적,1,신항1부두,컨테이너부두,아국선,적컨,0,182,692,3,877,1572.75
2024,07,3,신항,외항,수출,1,신항1부두,컨테이너부두,아국선,적컨,0,303,445,0,748,1193
2024,07,3,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,적컨,0,8,165,0,173,338
2024,07,3,신항,외항,수출환적,1,신항1부두,컨테이너부두,아국선,적컨,0,376,995,0,1371,2366
2024,05,2,신항,외항,수출환적,1,신항1부두,컨테이너부두,아국선,적컨,0,291,1779,0,2070,3849
2024,05,2,신항,외항,수입환적,1,신항1부두,컨테이너부두,아국선,적컨,0,229,662,0,891,1553
2024,05,2,신항,외항,수출,1,신항1부두,컨테이너부두,아국선,적컨,0,191,446,0,637,1083
2024,05,2,신항,외항,수입,1,신항1부두,컨테이너부두,아국선,적컨,0,12,256,0,268,524
2024,09,3,신항,외항,수출환적,1,신항1부두,컨테이너부두,아국선,적컨,0,21,19,0,40,59
2024,09,3,신항,외항,수입환적,1,신항1부두,컨테이너부두,아국선,적컨,0,0,13,0,13,26
2024,09,3,신항,외항,수출,1,신항1부두,컨테이너부두,아국선,적컨,0,2,2,0,4,6
2024,03,1,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,130,1290,105,1525,2946.25
2024,03,1,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,4,394,3630,115,4143,7914.75
2024,03,1,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,555,3707,6,4268,7982.5
2024,03,1,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,17983,24160,20,42163,66348
2024,04,2,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,4,178,4223,158,4563,8981.5
2024,04,2,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,136,3200,181,3517,6943.25
2024,04,2,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,731,6365,42,7138,13555.5
2024,04,2,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,12223,12064,32,24319,36423
2024,08,3,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,679,2420,49,3148,5629.25
2024,08,3,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,550,2101,56,2707,4878
2024,08,3,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,762,3610,57,4429,8110.25
2024,08,3,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,5935,7176,0,13111,20287
2024,10,4,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,592,2092,96,2780,4992
2024,10,4,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,870,3585,71,4526,8199.75
2024,10,4,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,935,3440,4,4379,7824
2024,10,4,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,8643,8310,10,16963,25285.5
2024,02,1,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,211,2453,0,2664,5117
2024,02,1,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,169,3310,83,3562,6975.75
2024,02,1,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,732,2638,0,3370,6008
2024,06,2,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,공컨,0,249,829,0,1078,1907
2024,06,2,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,공컨,0,1981,4847,18,6846,11715.5
2024,07,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,공컨,0,10,34,0,44,78
2024,11,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,공컨,0,17,75,0,92,167
2024,11,4,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,공컨,0,9,4,6,19,30.5
2024,11,4,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,공컨,0,276,333,0,609,942
2024,11,4,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,공컨,0,1464,2070,2,3536,5608.5
2024,07,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,공컨,0,0,102,0,102,204
2024,07,3,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,공컨,0,162,700,0,862,1562
2024,07,3,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,공컨,0,551,2233,0,2784,5017
2024,05,2,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,공컨,0,80,302,0,382,684
2024,05,2,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,공컨,0,79,304,0,383,687
2024,05,2,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,공컨,0,59,361,0,420,781
2024,05,2,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,공컨,0,1052,2339,101,3492,5957.25
2024,12,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,공컨,0,14,0,0,14,14
2024,12,4,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,공컨,0,166,252,0,418,670
2024,12,4,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,공컨,0,377,523,0,900,1423
2024,09,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,공컨,0,25,0,0,25,25
2024,09,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,공컨,0,45,109,0,154,263
2024,09,3,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,공컨,0,310,639,0,949,1588
2024,09,3,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,공컨,0,921,3075,11,4007,7095.75
2024,12,4,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,공컨,0,1785,5178,6,6969,12154.5
2024,03,1,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,445,495,0,940,1435
2024,03,1,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,588,1063,10,1661,2736.5
2024,03,1,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,1685,1976,4,3665,5646
2024,03,1,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,1221,1503,0,2724,4227
2024,04,2,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,484,1004,1,1489,2494.25
2024,04,2,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,516,1117,5,1638,2761.25
2024,04,2,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,1605,2120,5,3730,5856.25
2024,04,2,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,1162,1424,0,2586,4010
2024,08,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,2351,4919,14,7284,12220.5
2024,08,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,2335,7138,11,9484,16635.75
2024,08,3,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,3809,4256,15,8080,12354.75
2024,08,3,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,2714,4036,4,6754,10795
2024,10,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,2330,3775,57,6162,10008.25
2024,10,4,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,1577,5011,45,6633,11700.25
2024,10,4,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,3296,5865,12,9173,15053
2024,10,4,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,2007,2930,33,4970,7941.25
2024,06,2,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,2389,2287,0,4676,6963
2024,06,2,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,2981,5271,8,8260,13541
2024,06,2,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,3216,2651,2,5869,8522.5
2024,06,2,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,2604,5273,10,7887,13172.5
2024,07,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,3108,5352,2,8462,13816.5
2024,11,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,2313,4165,56,6534,10769
2024,11,4,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,1201,3897,24,5122,9049
2024,11,4,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,3018,6720,14,9752,16489.5
2024,11,4,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,1736,3077,6,4819,7903.5
2024,07,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,1563,4249,22,5834,10110.5
2024,07,3,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,2729,4024,7,6760,10792.75
2024,07,3,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,1345,1902,1,3248,5151.25
2024,05,2,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,1978,3280,11,5269,8562.75
2024,05,2,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,2053,3441,30,5524,9002.5
2024,05,2,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,1784,3382,6,5172,8561.5
2024,05,2,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,1750,2708,4,4462,7175
2024,12,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,1842,2293,0,4135,6428
2024,12,4,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,1845,4888,12,6745,11648
2024,12,4,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,3314,4325,11,7650,11988.75
2024,09,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,외국선,적컨,0,1493,2418,4,3915,6338
2024,09,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,외국선,적컨,0,1835,4789,48,6672,11521
2024,09,3,신항,외항,수출,14,신항7부두,컨테이너부두,외국선,적컨,0,2332,3281,7,5620,8909.75
2024,09,3,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,2439,3395,6,5840,9242.5
2024,12,4,신항,외항,수입,14,신항7부두,컨테이너부두,외국선,적컨,0,2893,4041,2,6936,10979.5
2024,08,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,공컨,0,0,0,44,44,99
2024,08,3,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,공컨,0,0,2,0,2,4
2024,08,3,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,공컨,0,1288,6098,22,7408,13533.5
2024,10,4,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,공컨,0,0,2,0,2,4
2024,06,2,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,공컨,0,1,0,0,1,1
2024,06,2,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,공컨,0,1,7,0,8,15
2024,06,2,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,공컨,0,36,384,0,420,804
2024,11,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,공컨,0,2,0,0,2,2
2024,11,4,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,공컨,0,6,117,0,123,240
2024,11,4,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,공컨,0,453,203,0,656,859
2024,07,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,공컨,0,0,2,79,81,181.75
2024,07,3,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,공컨,0,2,53,4,59,117
2024,07,3,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,공컨,0,964,2563,0,3527,6090
2024,02,1,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,11003,15155,9,26167,41333.25
2024,06,2,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,1841,4634,81,6556,11291.25
2024,06,2,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,613,3949,25,4587,8567.25
2024,06,2,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,1630,3505,92,5227,8847
2024,06,2,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,8683,7267,0,15950,23217
2024,11,4,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,153,3072,26,3251,6355.5
2024,11,4,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,91,5446,264,5801,11577
2024,11,4,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,778,2317,9,3104,5432.25
2024,11,4,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,6318,12772,0,19090,31862
2024,07,3,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,867,2754,56,3677,6501
2024,07,3,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,602,3205,0,3807,7012
2024,07,3,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,7592,14494,34,22120,36656.5
2024,07,3,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,570,1124,0,1694,2818
2024,05,2,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,325,4692,32,5049,9781
2024,05,2,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,1022,6298,45,7365,13719.25
2024,05,2,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,1283,3945,2,5230,9177.5
2024,05,2,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,12756,13749,13,26518,40283.25
2024,12,4,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,1520,2453,162,4135,6790.5
2024,12,4,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,1331,3150,55,4536,7754.75
2024,09,3,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,190,1455,0,1645,3100
2024,09,3,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,475,2537,51,3063,5663.75
2024,09,3,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,1471,3406,32,4909,8355
2024,09,3,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,8505,9562,1,18068,27631.25
2024,12,4,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,602,3539,36,4177,7761
2024,12,4,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,9071,12736,34,21841,34619.5
2024,01,1,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,공컨,0,274,3441,122,3837,7430.5
2024,01,1,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,공컨,0,286,3294,162,3742,7238.5
2024,01,1,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,공컨,0,1082,3859,26,4967,8858.5
2024,01,1,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,공컨,0,11796,13701,9,25506,39218.25
2024,03,1,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,18711,42494,271,61476,104308.75
2024,03,1,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,19729,48053,250,68032,116397.5
2024,03,1,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,25319,32916,26,58261,91209.5
2024,03,1,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,7629,12828,6,20463,33298.5
2024,04,2,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,19767,48295,309,68371,117052.25
2024,04,2,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,22936,51750,324,75010,127165
2024,04,2,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,18640,26380,36,45056,71481
2024,04,2,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,7944,12613,7,20564,33185.75
2024,08,3,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,20203,53340,390,73933,127760.5
2024,08,3,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,19443,46093,337,65873,112387.25
2024,08,3,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,15998,21853,10,37861,59726.5
2024,08,3,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,9361,13585,14,22960,36562.5
2024,10,4,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,20855,49288,297,70440,120099.25
2024,10,4,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,20593,50770,376,71739,122979
2024,10,4,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,17220,21768,5,38993,60767.25
2024,10,4,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,7412,10693,10,18115,28820.5
2024,02,1,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,18775,48690,415,67880,117088.75
2024,02,1,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,17456,43530,376,61362,105362
2024,02,1,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,17570,26470,10,44050,70532.5
2024,02,1,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,6003,9668,4,15675,25348
2024,06,2,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,20729,46927,384,68040,115447
2024,06,2,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,26277,52091,457,78825,131487.25
2024,06,2,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,16787,24189,2,40978,65169.5
2024,06,2,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,8260,11654,11,19925,31592.75
2024,11,4,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,21634,50114,354,72102,122658.5
2024,11,4,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,21649,51573,293,73515,125454.25
2024,11,4,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,15450,22209,7,37666,59883.75
2024,11,4,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,8224,10847,21,19092,29965.25
2024,07,3,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,21768,60733,396,82897,144125
2024,07,3,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,17588,23382,12,40982,64379
2024,07,3,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,10120,15041,16,25177,40238
2024,07,3,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,21782,55198,392,77372,133060
2024,05,2,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,22186,52837,288,75311,128508
2024,05,2,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,22774,53861,302,76937,131175.5
2024,05,2,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,19397,28096,39,47532,75676.75
2024,05,2,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,8907,13516,6,22429,35952.5
2024,12,4,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,24499,55336,458,80293,136201.5
2024,12,4,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,23569,55759,442,79770,136081.5
2024,09,3,신항,외항,수출환적,3,신항2부두,컨테이너부두,외국선,적컨,0,19623,47255,348,67226,114916
2024,09,3,신항,외항,수입환적,3,신항2부두,컨테이너부두,외국선,적컨,0,16936,45192,304,62432,108004
2024,09,3,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,15401,19003,15,34419,53440.75
2024,09,3,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,8044,11216,16,19276,30512
2024,12,4,신항,외항,수출,3,신항2부두,컨테이너부두,외국선,적컨,0,18409,24415,20,42844,67284
2024,12,4,신항,외항,수입,3,신항2부두,컨테이너부두,외국선,적컨,0,8061,12147,20,20228,32400
2024,05,2,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,공컨,0,0,3,0,3,6
2024,05,2,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,공컨,0,0,0,80,80,180
2024,05,2,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,공컨,0,437,854,15,1306,2178.75
2024,12,4,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,공컨,0,0,1,5,6,13.25
2024,09,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,공컨,0,1,0,0,1,1
2024,09,3,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,공컨,0,20,4,8,32,46
2024,09,3,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,공컨,0,178,806,0,984,1790
2024,12,4,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,공컨,0,168,510,0,678,1188
2024,08,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,적컨,0,43,1318,3,1364,2685.75
2024,08,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,적컨,0,262,1797,15,2074,3889.75
2024,08,3,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,적컨,0,122,686,1,809,1496.25
2024,08,3,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,적컨,0,195,1463,18,1676,3161.5
2024,10,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,적컨,0,88,1095,10,1193,2300.5
2024,10,4,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,적컨,0,63,979,14,1056,2052.5
2024,10,4,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,적컨,0,344,1974,1,2319,4294.25
2024,10,4,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,적컨,0,142,127,0,269,396
2024,06,2,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,적컨,0,231,476,2,709,1187.5
2024,06,2,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,적컨,0,248,469,4,721,1195
2024,06,2,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,적컨,0,839,1137,0,1976,3113
2024,06,2,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,적컨,0,735,644,1,1380,2025.25
2024,07,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,적컨,0,46,1231,1,1278,2510.25
2024,11,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,적컨,0,609,688,5,1302,1996.25
2024,11,4,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,적컨,0,337,704,9,1050,1765.25
2024,11,4,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,적컨,0,1411,962,4,2377,3344
2024,11,4,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,적컨,0,551,749,2,1302,2053.5
2024,07,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,적컨,0,227,1570,2,1799,3371.5
2024,07,3,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,적컨,0,251,1012,5,1268,2286.25
2024,07,3,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,적컨,0,272,1184,8,1464,2658
2024,05,2,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,적컨,0,36,312,0,348,660
2024,05,2,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,적컨,0,118,612,0,730,1342
2024,05,2,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,적컨,0,0,2,0,2,4
2024,05,2,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,적컨,0,72,626,4,702,1333
2024,12,4,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,적컨,0,222,935,4,1161,2101
2024,12,4,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,적컨,0,199,1043,4,1246,2294
2024,12,4,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,적컨,0,675,1340,2,2017,3359.5
2024,09,3,신항,외항,수출환적,14,신항7부두,컨테이너부두,아국선,적컨,0,117,1107,2,1226,2335.5
2024,09,3,신항,외항,수입환적,14,신항7부두,컨테이너부두,아국선,적컨,0,286,1233,6,1525,2765.5
2024,09,3,신항,외항,수출,14,신항7부두,컨테이너부두,아국선,적컨,0,806,2161,2,2969,5132.5
2024,09,3,신항,외항,수입,14,신항7부두,컨테이너부두,아국선,적컨,0,401,852,8,1261,2123
